event_id,case_id,person_id,event_type,timestamp,location
EVT-00267,CASE-004,P-0109,SMS Sent,2025-09-08 02:38:45,"Jaipur, Rajasthan"
EVT-00268,CASE-004,P-0109,Location Ping,2024-08-27 17:20:36,"Lucknow, Uttar Pradesh"
EVT-00269,CASE-059,P-0110,Call Received,2023-09-18 05:42:38,"Coimbatore, Tamil Nadu"
EVT-00270,CASE-019,P-0111,ATM Withdrawal,2023-12-19 05:53:50,"Patna, Bihar"
EVT-00271,CASE-019,P-0111,SMS Sent,2024-05-15 13:00:31,"Jaipur, Rajasthan"
EVT-00272,CASE-019,P-0111,Call Made,2023-02-26 12:19:31,"Kanpur, Uttar Pradesh"
EVT-00273,CASE-019,P-0111,Call Made,2025-06-05 22:09:35,"Jaipur, Rajasthan"
EVT-00274,CASE-050,P-0112,Location Ping,2025-10-04 17:54:58,"Surat, Gujarat"
EVT-00275,CASE-021,P-0113,Location Ping,2024-12-20 23:50:04,"Nagpur, Maharashtra"
EVT-00276,CASE-021,P-0113,Call Made,2025-07-12 18:06:09,"Kolkata, West Bengal"
EVT-00277,CASE-021,P-0113,Bank Login,2023-07-30 21:53:01,"Patna, Bihar"
EVT-00278,CASE-021,P-0113,Bank Login,2025-05-06 21:18:32,"Surat, Gujarat"
EVT-00279,CASE-044,P-0114,ATM Withdrawal,2024-05-07 13:06:40,"Hyderabad, Telangana"
EVT-00280,CASE-007,P-0115,Location Ping,2023-03-02 11:44:35,"Bengaluru Urban, Karnataka"
EVT-00281,CASE-007,P-0115,Location Ping,2025-10-29 18:25:21,"Mysuru, Karnataka"
EVT-00282,CASE-007,P-0115,SMS Sent,2023-08-26 17:37:26,"Warangal, Telangana"
EVT-00283,CASE-010,P-0116,Call Made,2025-04-04 19:42:37,"Jaipur, Rajasthan"
EVT-00284,CASE-010,P-0116,SMS Sent,2024-04-24 01:25:51,"Ahmedabad, Gujarat"
EVT-00285,CASE-010,P-0116,Call Made,2023-02-10 14:51:35,"Ahmedabad, Gujarat"
EVT-00286,CASE-024,P-0117,ATM Withdrawal,2023-05-25 14:08:02,"Mysuru, Karnataka"
EVT-00287,CASE-024,P-0117,Location Ping,2023-06-26 02:53:45,"Bengaluru Urban, Karnataka"
EVT-00288,CASE-024,P-0117,Location Ping,2024-05-09 11:31:16,"Bengaluru Urban, Karnataka"
EVT-00289,CASE-059,P-0118,Bank Login,2023-05-03 11:19:33,"Hyderabad, Telangana"
EVT-00290,CASE-059,P-0118,Location Ping,2024-04-28 21:08:01,"New Delhi, Delhi"
EVT-00291,CASE-010,P-0119,Bank Login,2025-10-19 00:16:44,"Ahmedabad, Gujarat"
EVT-00292,CASE-058,P-0120,Call Made,2024-04-29 12:11:01,"Lucknow, Uttar Pradesh"
EVT-00293,CASE-046,P-0121,Location Ping,2024-02-22 22:50:36,"Mumbai, Maharashtra"
EVT-00294,CASE-005,P-0122,Call Made,2025-07-02 21:34:21,"Pune, Maharashtra"
EVT-00295,CASE-005,P-0122,SMS Sent,2023-03-08 01:26:28,"Patna, Bihar"
EVT-00296,CASE-002,P-0123,Bank Login,2023-06-16 01:10:58,"Warangal, Telangana"
EVT-00297,CASE-002,P-0123,Bank Login,2025-05-21 18:41:49,"Hyderabad, Telangana"
EVT-00298,CASE-002,P-0123,Location Ping,2023-09-19 13:39:15,"Chennai, Tamil Nadu"
EVT-00299,CASE-024,P-0124,SMS Sent,2023-12-06 07:12:31,"Mysuru, Karnataka"
EVT-00300,CASE-039,P-0125,SMS Sent,2023-01-09 05:05:40,"Kolkata, West Bengal"
EVT-00301,CASE-039,P-0125,Bank Login,2023-10-19 08:22:08,"Patna, Bihar"
EVT-00302,CASE-012,P-0126,SMS Sent,2023-11-24 18:55:49,"Bhopal, Madhya Pradesh"
EVT-00303,CASE-020,P-0126,SMS Sent,2023-10-26 23:52:06,"Kolkata, West Bengal"
EVT-00304,CASE-045,P-0127,Call Received,2024-09-20 09:37:14,"Chandigarh, Punjab"
EVT-00305,CASE-045,P-0127,Bank Login,2024-03-22 20:50:41,"Warangal, Telangana"
EVT-00306,CASE-010,P-0127,Bank Login,2023-07-13 15:14:39,"Lucknow, Uttar Pradesh"
EVT-00307,CASE-006,P-0128,Call Made,2023-06-28 00:59:50,"Jodhpur, Rajasthan"
EVT-00308,CASE-006,P-0128,ATM Withdrawal,2024-01-28 22:08:43,"Mysuru, Karnataka"
EVT-00309,CASE-006,P-0128,ATM Withdrawal,2025-06-20 07:34:38,"Bengaluru Urban, Karnataka"
EVT-00310,CASE-008,P-0129,ATM Withdrawal,2023-03-04 10:59:44,"Hyderabad, Telangana"
EVT-00311,CASE-008,P-0129,ATM Withdrawal,2023-03-14 08:02:22,"Nagpur, Maharashtra"
EVT-00312,CASE-013,P-0130,Call Received,2024-03-05 14:29:47,"Bengaluru Urban, Karnataka"
EVT-00313,CASE-013,P-0130,ATM Withdrawal,2023-11-23 13:00:32,"Bengaluru Urban, Karnataka"
EVT-00314,CASE-013,P-0130,SMS Sent,2023-06-16 03:31:16,"Surat, Gujarat"
EVT-00315,CASE-013,P-0130,SMS Sent,2023-08-13 07:00:52,"Mysuru, Karnataka"
EVT-00316,CASE-038,P-0131,Location Ping,2024-09-30 15:55:10,"Jodhpur, Rajasthan"
EVT-00317,CASE-005,P-0132,ATM Withdrawal,2023-11-10 02:17:20,"Mysuru, Karnataka"
EVT-00318,CASE-005,P-0132,SMS Sent,2024-07-02 15:26:14,"Coimbatore, Tamil Nadu"
EVT-00319,CASE-005,P-0132,SMS Sent,2025-01-29 12:01:00,"Warangal, Telangana"
EVT-00320,CASE-007,P-0133,Location Ping,2023-01-05 17:59:16,"Lucknow, Uttar Pradesh"
EVT-00321,CASE-007,P-0133,Call Received,2023-04-06 09:19:45,"Mumbai, Maharashtra"
EVT-00322,CASE-007,P-0133,Bank Login,2024-03-25 01:25:08,"Coimbatore, Tamil Nadu"
EVT-00323,CASE-007,P-0133,Call Made,2024-03-22 03:57:45,"Mysuru, Karnataka"
EVT-00324,CASE-038,P-0134,Call Received,2024-10-24 00:06:31,"Pune, Maharashtra"
EVT-00325,CASE-038,P-0134,Bank Login,2023-04-12 10:22:30,"Chandigarh, Punjab"
EVT-00326,CASE-038,P-0134,Location Ping,2024-04-15 23:57:16,"Hyderabad, Telangana"
EVT-00327,CASE-048,P-0135,ATM Withdrawal,2024-03-04 03:41:35,"Patna, Bihar"
EVT-00328,CASE-048,P-0135,Location Ping,2023-09-07 06:19:07,"Patna, Bihar"
EVT-00329,CASE-048,P-0135,SMS Sent,2023-07-27 08:44:46,"Pune, Maharashtra"
EVT-00330,CASE-048,P-0135,ATM Withdrawal,2025-01-24 19:45:38,"Jodhpur, Rajasthan"
EVT-00331,CASE-055,P-0136,Bank Login,2025-09-24 03:20:15,"Mysuru, Karnataka"
EVT-00332,CASE-023,P-0136,Location Ping,2024-07-30 01:41:47,"Kolkata, West Bengal"
EVT-00333,CASE-007,P-0137,Location Ping,2025-10-19 14:58:20,"Kolkata, West Bengal"
EVT-00334,CASE-007,P-0137,ATM Withdrawal,2024-09-19 03:34:35,"Pune, Maharashtra"
EVT-00335,CASE-007,P-0137,Bank Login,2023-06-16 09:41:29,"Hyderabad, Telangana"
EVT-00336,CASE-014,P-0138,Call Received,2025-11-04 09:30:27,"New Delhi, Delhi"
EVT-00337,CASE-034,P-0138,ATM Withdrawal,2025-02-11 02:52:15,"Kolkata, West Bengal"
EVT-00338,CASE-034,P-0138,Call Received,2023-01-31 09:37:26,"Surat, Gujarat"
EVT-00339,CASE-049,P-0139,Call Made,2025-01-17 05:41:51,"Coimbatore, Tamil Nadu"
EVT-00340,CASE-049,P-0139,Call Made,2024-04-20 21:06:37,"Lucknow, Uttar Pradesh"
EVT-00341,CASE-049,P-0139,ATM Withdrawal,2024-02-27 10:42:58,"Chandigarh, Punjab"
EVT-00342,CASE-049,P-0139,ATM Withdrawal,2024-09-16 09:55:08,"Bhopal, Madhya Pradesh"
EVT-00343,CASE-007,P-0140,SMS Sent,2025-01-03 00:00:35,"Bhopal, Madhya Pradesh"
EVT-00344,CASE-007,P-0140,Call Received,2024-05-19 10:15:17,"Mumbai, Maharashtra"
EVT-00345,CASE-060,P-0140,Location Ping,2025-01-02 06:27:46,"Hyderabad, Telangana"
EVT-00346,CASE-012,P-0141,Call Received,2024-10-31 06:15:09,"New Delhi, Delhi"
EVT-00347,CASE-012,P-0141,ATM Withdrawal,2023-04-29 11:29:14,"Bengaluru Urban, Karnataka"
EVT-00348,CASE-012,P-0141,Call Received,2024-09-30 01:19:18,"Mumbai, Maharashtra"
EVT-00349,CASE-054,P-0142,SMS Sent,2025-04-11 01:31:35,"Nagpur, Maharashtra"
EVT-00350,CASE-012,P-0142,ATM Withdrawal,2025-05-02 04:05:58,"Kanpur, Uttar Pradesh"
EVT-00351,CASE-049,P-0143,ATM Withdrawal,2023-11-30 06:23:51,"Coimbatore, Tamil Nadu"
EVT-00352,CASE-049,P-0143,Call Made,2023-02-26 21:08:18,"Warangal, Telangana"
EVT-00353,CASE-008,P-0144,Call Made,2024-03-11 14:28:32,"Chandigarh, Punjab"
EVT-00354,CASE-024,P-0145,Call Made,2024-06-13 10:28:38,"Hyderabad, Telangana"
EVT-00355,CASE-024,P-0145,Call Made,2024-01-24 20:28:55,"Bhopal, Madhya Pradesh"
EVT-00356,CASE-024,P-0145,Call Made,2025-01-09 11:01:51,"Warangal, Telangana"
EVT-00357,CASE-024,P-0145,ATM Withdrawal,2025-12-16 23:52:17,"Pune, Maharashtra"
EVT-00358,CASE-003,P-0146,SMS Sent,2024-05-28 19:02:03,"Bengaluru Urban, Karnataka"
EVT-00359,CASE-003,P-0146,Bank Login,2025-06-24 11:18:43,"Hyderabad, Telangana"
EVT-00360,CASE-003,P-0146,Call Made,2024-10-25 11:39:18,"Jaipur, Rajasthan"
EVT-00361,CASE-003,P-0146,SMS Sent,2025-05-14 03:52:38,"Chennai, Tamil Nadu"
EVT-00362,CASE-025,P-0147,ATM Withdrawal,2025-06-07 02:40:42,"Pune, Maharashtra"
EVT-00363,CASE-020,P-0148,Call Received,2023-09-01 19:40:31,"Hyderabad, Telangana"
EVT-00364,CASE-020,P-0148,ATM Withdrawal,2023-10-06 16:12:08,"Coimbatore, Tamil Nadu"
EVT-00365,CASE-020,P-0148,Call Received,2023-07-26 00:44:11,"Ahmedabad, Gujarat"
EVT-00366,CASE-015,P-0149,ATM Withdrawal,2024-11-29 05:20:41,"Hyderabad, Telangana"
EVT-00367,CASE-015,P-0149,Call Made,2023-07-03 02:44:39,"Coimbatore, Tamil Nadu"
EVT-00368,CASE-036,P-0149,ATM Withdrawal,2024-04-10 09:39:37,"Lucknow, Uttar Pradesh"
EVT-00369,CASE-015,P-0149,ATM Withdrawal,2023-04-09 06:48:04,"Chennai, Tamil Nadu"
EVT-00370,CASE-055,P-0150,Call Made,2023-09-24 05:19:43,"Jaipur, Rajasthan"
EVT-00371,CASE-055,P-0150,Bank Login,2023-09-30 00:02:32,"Lucknow, Uttar Pradesh"
EVT-00372,CASE-055,P-0150,Call Made,2023-09-02 17:18:19,"Coimbatore, Tamil Nadu"
EVT-00373,CASE-055,P-0150,Call Received,2024-10-06 18:17:29,"Bengaluru Urban, Karnataka"
EVT-00374,CASE-031,P-0151,ATM Withdrawal,2023-09-16 03:58:54,"Warangal, Telangana"
EVT-00375,CASE-044,P-0151,SMS Sent,2023-09-02 12:11:28,"Bhopal, Madhya Pradesh"
EVT-00376,CASE-031,P-0151,SMS Sent,2024-10-22 00:54:36,"Chennai, Tamil Nadu"
EVT-00377,CASE-044,P-0151,Location Ping,2024-05-05 11:16:30,"Warangal, Telangana"
EVT-00378,CASE-044,P-0152,Call Received,2024-09-22 09:55:23,"Ahmedabad, Gujarat"
EVT-00379,CASE-044,P-0152,Bank Login,2024-12-23 03:32:58,"Nagpur, Maharashtra"
EVT-00380,CASE-043,P-0153,Call Made,2023-12-23 21:14:48,"New Delhi, Delhi"
EVT-00381,CASE-026,P-0154,SMS Sent,2025-10-06 04:54:15,"Chandigarh, Punjab"
EVT-00382,CASE-007,P-0155,Bank Login,2023-10-07 07:09:13,"New Delhi, Delhi"
EVT-00383,CASE-007,P-0155,Call Received,2024-01-09 13:51:09,"Mumbai, Maharashtra"
EVT-00384,CASE-011,P-0156,Bank Login,2025-05-07 22:23:25,"Nagpur, Maharashtra"
EVT-00385,CASE-055,P-0157,Location Ping,2024-02-10 16:00:43,"Surat, Gujarat"
EVT-00386,CASE-055,P-0157,Call Received,2023-03-10 09:07:51,"Lucknow, Uttar Pradesh"
EVT-00387,CASE-055,P-0157,Call Received,2023-08-06 00:51:24,"Hyderabad, Telangana"
EVT-00388,CASE-054,P-0158,Bank Login,2024-11-18 03:54:56,"Nagpur, Maharashtra"
EVT-00389,CASE-049,P-0159,ATM Withdrawal,2024-05-14 23:09:17,"Kanpur, Uttar Pradesh"
EVT-00390,CASE-049,P-0159,ATM Withdrawal,2024-03-05 05:37:50,"Surat, Gujarat"
EVT-00391,CASE-049,P-0159,Call Made,2023-01-18 21:51:18,"Pune, Maharashtra"
EVT-00392,CASE-049,P-0159,ATM Withdrawal,2023-02-17 03:26:00,"Nagpur, Maharashtra"
EVT-00393,CASE-018,P-0160,ATM Withdrawal,2025-09-16 14:32:33,"Chandigarh, Punjab"
EVT-00394,CASE-018,P-0160,Call Made,2025-12-04 16:52:25,"Coimbatore, Tamil Nadu"
EVT-00395,CASE-018,P-0160,Call Made,2024-11-12 22:19:31,"New Delhi, Delhi"
EVT-00396,CASE-026,P-0161,ATM Withdrawal,2025-07-28 15:13:01,"Pune, Maharashtra"
EVT-00397,CASE-026,P-0161,Location Ping,2024-04-30 23:40:14,"Jodhpur, Rajasthan"
EVT-00398,CASE-026,P-0161,Bank Login,2025-09-29 21:58:29,"Ahmedabad, Gujarat"
EVT-00399,CASE-032,P-0162,Call Received,2023-05-13 02:32:14,"New Delhi, Delhi"
EVT-00400,CASE-032,P-0162,Bank Login,2025-11-03 22:11:51,"Chandigarh, Punjab"
EVT-00401,CASE-032,P-0162,Location Ping,2025-02-01 22:59:44,"Kolkata, West Bengal"
EVT-00402,CASE-030,P-0163,Call Received,2024-03-24 21:51:02,"Kolkata, West Bengal"
EVT-00403,CASE-032,P-0164,SMS Sent,2024-12-29 08:54:15,"Mumbai, Maharashtra"
EVT-00404,CASE-007,P-0165,Call Made,2023-03-10 13:53:51,"Bhopal, Madhya Pradesh"
EVT-00405,CASE-002,P-0165,Call Made,2025-10-25 10:31:57,"Warangal, Telangana"
EVT-00406,CASE-002,P-0165,SMS Sent,2024-06-20 11:39:42,"Surat, Gujarat"
EVT-00407,CASE-002,P-0165,Location Ping,2025-03-12 09:47:58,"Warangal, Telangana"
EVT-00408,CASE-039,P-0166,SMS Sent,2025-05-24 14:13:03,"Bengaluru Urban, Karnataka"
EVT-00409,CASE-025,P-0166,SMS Sent,2023-08-20 21:18:10,"Warangal, Telangana"
EVT-00410,CASE-049,P-0167,Location Ping,2025-10-24 07:56:32,"Mumbai, Maharashtra"
EVT-00411,CASE-049,P-0167,Location Ping,2023-09-22 10:50:43,"Chandigarh, Punjab"
EVT-00412,CASE-019,P-0168,Bank Login,2023-03-03 04:02:36,"Patna, Bihar"
EVT-00413,CASE-019,P-0168,SMS Sent,2023-11-19 23:41:22,"Hyderabad, Telangana"
EVT-00414,CASE-019,P-0168,Bank Login,2025-08-12 03:21:50,"New Delhi, Delhi"
EVT-00415,CASE-019,P-0168,Bank Login,2024-07-05 14:13:57,"Pune, Maharashtra"
EVT-00416,CASE-017,P-0169,Call Made,2023-04-05 07:29:55,"Warangal, Telangana"
EVT-00417,CASE-017,P-0169,Call Made,2024-08-31 10:45:38,"Warangal, Telangana"
EVT-00418,CASE-035,P-0170,Location Ping,2025-08-29 19:15:12,"Warangal, Telangana"
EVT-00419,CASE-059,P-0171,SMS Sent,2024-01-22 19:57:52,"Kolkata, West Bengal"
EVT-00420,CASE-059,P-0171,SMS Sent,2023-10-19 13:22:00,"Kolkata, West Bengal"
EVT-00421,CASE-055,P-0172,Location Ping,2024-01-12 06:53:03,"Mysuru, Karnataka"
EVT-00422,CASE-003,P-0173,ATM Withdrawal,2024-09-13 12:09:43,"Bhopal, Madhya Pradesh"
EVT-00423,CASE-050,P-0174,Bank Login,2025-06-06 16:05:51,"Ahmedabad, Gujarat"
EVT-00424,CASE-050,P-0174,Location Ping,2023-09-04 08:46:14,"Pune, Maharashtra"
EVT-00425,CASE-050,P-0174,SMS Sent,2023-07-22 17:46:46,"Jaipur, Rajasthan"
EVT-00426,CASE-032,P-0175,Call Made,2024-04-25 22:09:59,"Warangal, Telangana"
EVT-00427,CASE-032,P-0175,SMS Sent,2023-03-05 08:20:45,"Jodhpur, Rajasthan"
EVT-00428,CASE-028,P-0175,ATM Withdrawal,2024-08-28 15:48:42,"Chennai, Tamil Nadu"
EVT-00429,CASE-028,P-0175,Location Ping,2024-03-27 10:47:47,"Mumbai, Maharashtra"
EVT-00430,CASE-008,P-0176,Call Received,2025-11-15 17:49:11,"Jaipur, Rajasthan"
EVT-00431,CASE-008,P-0176,Bank Login,2025-11-27 06:55:23,"Chennai, Tamil Nadu"
EVT-00432,CASE-036,P-0177,ATM Withdrawal,2023-02-06 03:20:54,"Nagpur, Maharashtra"
EVT-00433,CASE-036,P-0177,SMS Sent,2024-04-23 00:59:10,"Lucknow, Uttar Pradesh"
EVT-00434,CASE-036,P-0177,Location Ping,2025-03-07 21:17:09,"Chandigarh, Punjab"
EVT-00435,CASE-031,P-0178,ATM Withdrawal,2023-06-19 06:30:59,"Jaipur, Rajasthan"
EVT-00436,CASE-004,P-0179,Location Ping,2024-05-30 01:07:32,"Mysuru, Karnataka"
EVT-00437,CASE-004,P-0179,Bank Login,2025-12-19 01:08:55,"Mumbai, Maharashtra"
EVT-00438,CASE-025,P-0180,Location Ping,2025-12-02 22:47:00,"Mumbai, Maharashtra"
EVT-00439,CASE-025,P-0180,Call Received,2023-11-14 21:31:38,"Coimbatore, Tamil Nadu"
EVT-00440,CASE-025,P-0180,Location Ping,2023-10-29 21:06:25,"Kolkata, West Bengal"
EVT-00441,CASE-019,P-0181,ATM Withdrawal,2023-07-09 19:12:58,"Jodhpur, Rajasthan"
EVT-00442,CASE-019,P-0181,Call Received,2023-06-08 17:23:05,"Nagpur, Maharashtra"
EVT-00443,CASE-019,P-0181,ATM Withdrawal,2025-07-20 20:13:20,"Kanpur, Uttar Pradesh"
EVT-00444,CASE-003,P-0182,Bank Login,2023-03-17 01:53:07,"Bhopal, Madhya Pradesh"
EVT-00445,CASE-003,P-0182,Call Received,2025-07-10 16:29:14,"Nagpur, Maharashtra"
EVT-00446,CASE-003,P-0182,SMS Sent,2023-12-03 18:13:42,"Mysuru, Karnataka"
EVT-00447,CASE-003,P-0182,ATM Withdrawal,2024-05-16 19:03:52,"Hyderabad, Telangana"
EVT-00448,CASE-052,P-0183,Call Made,2023-04-30 08:49:32,"Nagpur, Maharashtra"
EVT-00449,CASE-058,P-0184,SMS Sent,2023-05-29 01:19:55,"Kanpur, Uttar Pradesh"
EVT-00450,CASE-058,P-0184,Bank Login,2025-03-25 17:48:38,"Pune, Maharashtra"
EVT-00451,CASE-058,P-0184,Call Received,2023-11-21 05:01:56,"Pune, Maharashtra"
EVT-00452,CASE-058,P-0184,Bank Login,2023-06-15 19:46:17,"Surat, Gujarat"
EVT-00453,CASE-028,P-0185,Bank Login,2023-07-18 16:43:08,"Bhopal, Madhya Pradesh"
EVT-00454,CASE-028,P-0185,Call Received,2025-12-05 09:17:20,"Jodhpur, Rajasthan"
EVT-00455,CASE-028,P-0185,SMS Sent,2025-09-16 06:52:16,"Patna, Bihar"
EVT-00456,CASE-028,P-0185,ATM Withdrawal,2024-03-16 15:12:28,"Bhopal, Madhya Pradesh"
EVT-00457,CASE-023,P-0186,Call Made,2025-08-22 18:43:27,"Coimbatore, Tamil Nadu"
EVT-00458,CASE-016,P-0187,Bank Login,2024-06-21 04:04:53,"Mysuru, Karnataka"
EVT-00459,CASE-016,P-0187,Call Made,2024-04-28 11:24:55,"Bhopal, Madhya Pradesh"
EVT-00460,CASE-016,P-0187,Call Made,2025-03-28 01:15:46,"Chandigarh, Punjab"
EVT-00461,CASE-016,P-0187,Call Made,2025-04-17 15:55:35,"Ahmedabad, Gujarat"
EVT-00462,CASE-059,P-0188,SMS Sent,2025-04-03 03:40:33,"Patna, Bihar"
EVT-00463,CASE-059,P-0188,Call Made,2025-06-30 04:25:59,"Mysuru, Karnataka"
EVT-00464,CASE-008,P-0189,Call Received,2023-09-02 22:39:56,"Coimbatore, Tamil Nadu"
EVT-00465,CASE-008,P-0189,Call Made,2024-01-09 01:09:25,"Kanpur, Uttar Pradesh"
EVT-00466,CASE-022,P-0189,Location Ping,2024-06-08 14:10:13,"Lucknow, Uttar Pradesh"
EVT-00467,CASE-008,P-0189,Call Made,2024-02-01 08:34:54,"Mumbai, Maharashtra"
EVT-00468,CASE-043,P-0190,Bank Login,2025-04-12 19:26:39,"Lucknow, Uttar Pradesh"
EVT-00469,CASE-043,P-0190,Location Ping,2025-09-06 09:55:19,"Pune, Maharashtra"
EVT-00470,CASE-043,P-0190,Call Received,2025-02-03 21:05:24,"Jodhpur, Rajasthan"
EVT-00471,CASE-058,P-0191,ATM Withdrawal,2023-03-14 00:21:59,"Kolkata, West Bengal"
EVT-00472,CASE-058,P-0191,Call Made,2023-07-20 01:30:24,"Lucknow, Uttar Pradesh"
EVT-00473,CASE-058,P-0191,Call Made,2023-10-27 17:16:16,"Mumbai, Maharashtra"
EVT-00474,CASE-058,P-0191,Location Ping,2024-08-29 18:14:27,"Jodhpur, Rajasthan"
EVT-00475,CASE-031,P-0192,SMS Sent,2023-08-28 05:13:51,"Kanpur, Uttar Pradesh"
EVT-00476,CASE-037,P-0193,ATM Withdrawal,2023-11-27 15:45:06,"Bengaluru Urban, Karnataka"
EVT-00477,CASE-022,P-0194,Location Ping,2024-06-13 00:00:19,"Jaipur, Rajasthan"
EVT-00478,CASE-022,P-0194,SMS Sent,2025-03-01 19:43:19,"New Delhi, Delhi"
EVT-00479,CASE-022,P-0195,Bank Login,2023-06-18 23:22:36,"Patna, Bihar"
EVT-00480,CASE-022,P-0195,SMS Sent,2025-05-22 01:25:21,"Mysuru, Karnataka"
EVT-00481,CASE-041,P-0196,Location Ping,2024-03-27 02:55:38,"Mumbai, Maharashtra"
EVT-00482,CASE-013,P-0196,Call Received,2024-04-17 06:10:20,"New Delhi, Delhi"
EVT-00483,CASE-019,P-0197,Call Received,2024-06-16 05:23:59,"Ahmedabad, Gujarat"
EVT-00484,CASE-037,P-0198,ATM Withdrawal,2025-05-04 20:13:53,"Kolkata, West Bengal"
EVT-00485,CASE-037,P-0198,SMS Sent,2023-03-13 15:29:59,"Coimbatore, Tamil Nadu"
EVT-00486,CASE-048,P-0199,Bank Login,2023-07-12 20:10:03,"Mumbai, Maharashtra"
EVT-00487,CASE-048,P-0199,ATM Withdrawal,2024-07-29 15:35:00,"Kanpur, Uttar Pradesh"
EVT-00488,CASE-038,P-0200,Bank Login,2024-07-26 01:05:14,"Chandigarh, Punjab"
EVT-00489,CASE-034,P-0201,Location Ping,2025-06-10 19:31:59,"Chennai, Tamil Nadu"
EVT-00490,CASE-051,P-0202,Location Ping,2025-06-24 12:03:13,"Chennai, Tamil Nadu"
EVT-00491,CASE-052,P-0203,Bank Login,2025-06-08 16:22:20,"Jodhpur, Rajasthan"
EVT-00492,CASE-052,P-0203,Bank Login,2025-09-23 22:08:55,"Bhopal, Madhya Pradesh"
EVT-00493,CASE-052,P-0203,Call Made,2025-03-22 05:29:24,"Ahmedabad, Gujarat"
EVT-00494,CASE-033,P-0203,Bank Login,2024-07-22 20:11:53,"Chandigarh, Punjab"
EVT-00495,CASE-027,P-0204,Call Received,2024-05-28 04:28:57,"Chandigarh, Punjab"
EVT-00496,CASE-027,P-0204,Location Ping,2023-02-03 01:07:42,"Kolkata, West Bengal"
EVT-00497,CASE-027,P-0204,Bank Login,2025-08-19 05:55:31,"Coimbatore, Tamil Nadu"
EVT-00498,CASE-027,P-0204,Call Received,2023-06-18 07:45:44,"Chennai, Tamil Nadu"
EVT-00499,CASE-030,P-0205,Call Received,2024-10-29 18:53:11,"Jodhpur, Rajasthan"
EVT-00500,CASE-030,P-0205,SMS Sent,2025-08-24 13:57:48,"Pune, Maharashtra"
EVT-00501,CASE-057,P-0206,SMS Sent,2025-09-21 13:51:27,"Bengaluru Urban, Karnataka"
EVT-00502,CASE-057,P-0206,SMS Sent,2023-02-17 09:52:49,"Kanpur, Uttar Pradesh"
EVT-00503,CASE-057,P-0206,ATM Withdrawal,2023-12-02 09:35:27,"Ahmedabad, Gujarat"
EVT-00504,CASE-057,P-0206,Bank Login,2025-07-31 12:34:26,"Hyderabad, Telangana"
EVT-00505,CASE-012,P-0207,ATM Withdrawal,2024-01-14 23:33:17,"Kolkata, West Bengal"
EVT-00506,CASE-056,P-0207,ATM Withdrawal,2025-05-21 17:18:39,"Pune, Maharashtra"
EVT-00507,CASE-012,P-0207,Call Made,2024-06-19 10:42:33,"Lucknow, Uttar Pradesh"
EVT-00508,CASE-048,P-0208,ATM Withdrawal,2025-05-29 15:59:42,"Bhopal, Madhya Pradesh"
EVT-00509,CASE-060,P-0209,Call Made,2025-05-03 05:36:21,"Mysuru, Karnataka"
EVT-00510,CASE-060,P-0209,Bank Login,2024-07-11 06:07:57,"New Delhi, Delhi"
EVT-00511,CASE-028,P-0209,SMS Sent,2025-10-23 16:49:54,"Warangal, Telangana"
EVT-00512,CASE-028,P-0209,Bank Login,2024-08-17 02:10:07,"Chandigarh, Punjab"
EVT-00513,CASE-024,P-0210,SMS Sent,2025-09-06 05:15:25,"Nagpur, Maharashtra"
EVT-00514,CASE-024,P-0210,Call Made,2025-05-22 17:12:02,"Patna, Bihar"
EVT-00515,CASE-024,P-0210,Call Made,2025-11-09 22:24:32,"Mysuru, Karnataka"
EVT-00516,CASE-024,P-0210,Bank Login,2024-05-02 07:23:07,"Chandigarh, Punjab"
EVT-00517,CASE-048,P-0211,Location Ping,2023-10-26 07:48:13,"Warangal, Telangana"
EVT-00518,CASE-048,P-0211,Bank Login,2023-08-20 09:20:04,"Hyderabad, Telangana"
EVT-00519,CASE-048,P-0211,Bank Login,2024-02-27 09:13:15,"Mumbai, Maharashtra"
EVT-00520,CASE-028,P-0212,SMS Sent,2023-12-14 13:26:01,"Pune, Maharashtra"
EVT-00521,CASE-005,P-0213,Bank Login,2024-08-29 21:20:39,"Jodhpur, Rajasthan"
EVT-00522,CASE-019,P-0214,Call Made,2024-08-24 11:23:37,"Kolkata, West Bengal"
EVT-00523,CASE-039,P-0215,Call Made,2025-11-04 04:35:27,"Coimbatore, Tamil Nadu"
EVT-00524,CASE-039,P-0215,Call Made,2023-03-16 10:26:36,"Nagpur, Maharashtra"
EVT-00525,CASE-010,P-0216,Bank Login,2025-10-04 01:49:26,"Warangal, Telangana"
EVT-00526,CASE-010,P-0216,Location Ping,2025-09-05 10:57:29,"Bhopal, Madhya Pradesh"
EVT-00527,CASE-010,P-0216,ATM Withdrawal,2024-05-14 06:23:29,"Mumbai, Maharashtra"
EVT-00528,CASE-010,P-0216,SMS Sent,2023-10-03 06:05:32,"Kolkata, West Bengal"
EVT-00529,CASE-053,P-0217,ATM Withdrawal,2024-09-30 16:13:20,"Mysuru, Karnataka"
EVT-00530,CASE-053,P-0217,ATM Withdrawal,2024-07-26 05:29:44,"Hyderabad, Telangana"
EVT-00531,CASE-028,P-0218,Call Made,2025-02-08 08:57:32,"Kanpur, Uttar Pradesh"
EVT-00532,CASE-028,P-0218,Bank Login,2024-03-13 07:06:58,"Jodhpur, Rajasthan"
